OrderID,CustomerID,ProductID,OrderDate,Revenue,Quantity,Region,Status,CreatedDate,UpdatedDate,CDCOperation,CDCBatchID
ORD00007057,CUST008372,PROD00045,7/28/2023,3358.53,7,APAC,Processing,7/28/2023 22:39,8/16/2023 15:14,U,BATCH_20230728_005
ORD00007058,CUST001900,PROD00284,6/17/2025,3415.35,6,EMEA,Completed,6/17/2025 16:49,6/25/2025 23:01,U,BATCH_20250617_171
ORD00007059,CUST003627,PROD00108,10/5/2023,527.7,1,LATAM,Pending,10/5/2023 20:24,10/25/2023 18:41,U,BATCH_20231005_184
ORD00007060,CUST003645,PROD00009,11/19/2024,2501.05,3,EMEA,Returned,11/19/2024 19:25,12/5/2024 8:23,U,BATCH_20241119_038
ORD00007061,CUST006063,PROD00428,4/12/2024,869.25,1,APAC,Completed,4/12/2024 8:58,5/2/2024 2:55,U,BATCH_20240412_092
ORD00007062,CUST001565,PROD00281,10/1/2024,2957.35,3,EMEA,Shipped,10/1/2024 17:39,10/1/2024 17:39,I,BATCH_20241001_041
ORD00007063,CUST011730,PROD00489,10/2/2024,1564.09,1,EMEA,Completed,10/2/2024 21:04,10/29/2024 21:31,U,BATCH_20241002_186
ORD00007064,CUST011824,PROD00028,8/12/2025,389.09,5,North America,Completed,8/12/2025 20:13,8/12/2025 20:13,I,BATCH_20250812_135
ORD00007065,CUST005883,PROD00357,1/10/2023,4431.18,4,EMEA,Processing,1/10/2023 1:37,1/10/2023 1:37,I,BATCH_20230110_088
ORD00007066,CUST001061,PROD00026,4/8/2023,5278.88,4,North America,Completed,4/8/2023 16:10,4/15/2023 1:16,U,BATCH_20230408_067
ORD00007067,CUST001160,PROD00116,4/4/2024,4552.56,13,APAC,Pending,4/4/2024 14:11,4/4/2024 14:11,I,BATCH_20240404_180
ORD00007068,CUST005691,PROD00203,11/17/2023,1403.72,1,APAC,Processing,11/17/2023 4:25,11/24/2023 10:52,U,BATCH_20231117_105
ORD00007069,CUST012112,PROD00249,6/24/2024,1785.91,5,North America,Processing,6/24/2024 15:15,6/24/2024 15:15,I,BATCH_20240624_078
ORD00007070,CUST012244,PROD00444,4/13/2023,1278.24,5,EMEA,Shipped,4/13/2023 5:59,4/13/2023 5:59,I,BATCH_20230413_072
ORD00007071,CUST010303,PROD00047,7/17/2023,3571.54,3,EMEA,Completed,7/17/2023 4:13,7/17/2023 4:13,I,BATCH_20230717_027
ORD00007072,CUST010530,PROD00086,9/21/2025,2199.01,2,North America,Pending,9/21/2025 11:56,9/21/2025 11:56,I,BATCH_20250921_127
ORD00007073,CUST014717,PROD00131,5/6/2023,639.22,14,North America,Completed,5/6/2023 12:21,5/6/2023 12:21,I,BATCH_20230506_179
ORD00007074,CUST012123,PROD00016,6/18/2024,50.83,1,EMEA,Returned,6/18/2024 19:09,7/10/2024 6:27,U,BATCH_20240618_103
ORD00007075,CUST005931,PROD00353,1/7/2023,1183.57,4,LATAM,Completed,1/7/2023 18:35,1/29/2023 4:07,U,BATCH_20230107_179
ORD00007076,CUST007402,PROD00288,4/6/2025,4309.59,4,EMEA,Completed,4/6/2025 10:26,4/6/2025 10:26,I,BATCH_20250406_007
ORD00007077,CUST003433,PROD00213,5/30/2025,9729.45,11,APAC,Completed,5/30/2025 2:13,6/18/2025 13:14,U,BATCH_20250530_104
ORD00007078,CUST014910,PROD00061,3/6/2025,2477.8,2,North America,Shipped,3/6/2025 13:03,3/6/2025 13:03,I,BATCH_20250306_015
ORD00007079,CUST013828,PROD00101,6/6/2024,17066.21,19,EMEA,Processing,6/6/2024 15:23,6/27/2024 20:51,U,BATCH_20240606_146
ORD00007080,CUST004718,PROD00022,8/26/2023,322.49,2,EMEA,Processing,8/26/2023 0:13,8/26/2023 0:13,I,BATCH_20230826_004
ORD00007081,CUST003164,PROD00198,3/26/2024,20908.21,15,LATAM,Cancelled,3/26/2024 14:03,3/26/2024 14:03,I,BATCH_20240326_012
ORD00007082,CUST014777,PROD00296,3/3/2024,3244.62,2,North America,Returned,3/3/2024 10:12,3/8/2024 1:16,U,BATCH_20240303_149
ORD00007083,CUST001909,PROD00086,2/19/2025,4238.47,4,LATAM,Pending,2/19/2025 9:29,3/20/2025 10:26,U,BATCH_20250219_141
ORD00007084,CUST005393,PROD00216,6/8/2023,5147.78,4,APAC,Processing,6/8/2023 18:02,6/8/2023 18:02,I,BATCH_20230608_082
ORD00007085,CUST012975,PROD00475,9/23/2025,1877.34,5,LATAM,Completed,9/23/2025 9:28,10/22/2025 23:58,U,BATCH_20250923_033
ORD00007086,CUST012791,PROD00245,7/22/2025,7636.64,11,EMEA,Completed,7/22/2025 18:30,7/22/2025 18:30,I,BATCH_20250722_001
ORD00007087,CUST005795,PROD00366,1/28/2023,1876.97,1,EMEA,Completed,1/28/2023 0:57,1/28/2023 0:57,I,BATCH_20230128_165
ORD00007088,CUST014884,PROD00368,3/6/2025,6713.94,15,EMEA,Completed,3/6/2025 8:04,3/6/2025 8:04,I,BATCH_20250306_126
ORD00007089,CUST014189,PROD00381,10/29/2025,3508.6,2,EMEA,Completed,10/29/2025 6:15,10/29/2025 6:15,I,BATCH_20251029_127
ORD00007090,CUST008155,PROD00167,7/4/2025,4765.92,5,EMEA,Completed,7/4/2025 2:59,7/30/2025 3:59,U,BATCH_20250704_038
ORD00007091,CUST009130,PROD00279,7/21/2024,3384.17,4,LATAM,Processing,7/21/2024 2:29,8/8/2024 21:49,U,BATCH_20240721_017
ORD00007092,CUST014140,PROD00386,4/3/2025,3359.8,6,LATAM,Completed,4/3/2025 15:55,4/3/2025 15:55,I,BATCH_20250403_136
ORD00007093,CUST013793,PROD00309,2/16/2025,9447.17,7,EMEA,Shipped,2/16/2025 3:48,2/22/2025 10:34,U,BATCH_20250216_109
ORD00007094,CUST004941,PROD00223,2/25/2024,9358.75,8,APAC,Returned,2/25/2024 2:41,3/13/2024 10:16,U,BATCH_20240225_100
ORD00007095,CUST010724,PROD00209,11/6/2025,7953.25,5,EMEA,Completed,11/6/2025 3:51,12/4/2025 13:21,U,BATCH_20251106_071
ORD00007096,CUST011093,PROD00161,12/5/2024,7433.85,10,LATAM,Completed,12/5/2024 16:48,12/5/2024 16:48,I,BATCH_20241205_124
ORD00007097,CUST007474,PROD00265,6/5/2025,557.51,1,EMEA,Shipped,6/5/2025 7:12,6/5/2025 7:12,I,BATCH_20250605_086
ORD00007098,CUST004525,PROD00470,10/11/2025,4363.29,5,EMEA,Completed,10/11/2025 9:06,10/11/2025 9:06,I,BATCH_20251011_193
ORD00007099,CUST003136,PROD00466,10/18/2025,4234.09,5,APAC,Pending,10/18/2025 9:54,10/21/2025 7:10,U,BATCH_20251018_195
ORD00007100,CUST014058,PROD00488,12/22/2024,5180.62,15,EMEA,Completed,12/22/2024 2:05,1/11/2025 20:03,U,BATCH_20241222_045
ORD00007101,CUST010979,PROD00044,2/28/2024,21164.12,19,North America,Pending,2/28/2024 17:27,2/28/2024 17:27,I,BATCH_20240228_158
ORD00007102,CUST003184,PROD00299,5/18/2025,2524.66,7,APAC,Pending,5/18/2025 21:11,5/21/2025 20:41,D,BATCH_20250518_134
ORD00007103,CUST006724,PROD00366,1/9/2025,5879.06,3,APAC,Pending,1/9/2025 11:59,1/9/2025 11:59,I,BATCH_20250109_110
ORD00007104,CUST010785,PROD00395,10/11/2024,9057.15,15,APAC,Processing,10/11/2024 19:06,10/11/2024 19:06,I,BATCH_20241011_020
ORD00007105,CUST002313,PROD00360,5/11/2023,370.12,1,EMEA,Processing,5/11/2023 8:14,5/11/2023 8:14,I,BATCH_20230511_127
ORD00007106,CUST013284,PROD00283,8/24/2023,2107.8,3,APAC,Completed,8/24/2023 21:59,8/24/2023 21:59,I,BATCH_20230824_110
ORD00007107,CUST010042,PROD00319,10/2/2024,2161.49,3,APAC,Completed,10/2/2024 13:24,10/21/2024 8:50,U,BATCH_20241002_028
ORD00007108,CUST014384,PROD00448,7/20/2024,3543.64,4,APAC,Shipped,7/20/2024 0:55,7/20/2024 0:55,I,BATCH_20240720_033
ORD00007109,CUST005162,PROD00233,7/20/2024,613.71,4,EMEA,Completed,7/20/2024 12:13,7/22/2024 15:56,U,BATCH_20240720_136
ORD00007110,CUST004743,PROD00225,1/12/2025,2763.86,3,APAC,Shipped,1/12/2025 8:30,1/12/2025 8:30,I,BATCH_20250112_128
ORD00007111,CUST011876,PROD00205,12/11/2023,4527.29,12,APAC,Processing,12/11/2023 23:36,12/28/2023 10:31,U,BATCH_20231211_071
ORD00007112,CUST001343,PROD00344,5/5/2025,3725.96,6,EMEA,Pending,5/5/2025 9:18,5/8/2025 10:46,U,BATCH_20250505_112
ORD00007113,CUST006138,PROD00317,7/8/2024,3803.5,9,North America,Completed,7/8/2024 16:29,7/8/2024 16:29,I,BATCH_20240708_030
ORD00007114,CUST004711,PROD00005,4/27/2025,5557.94,12,LATAM,Completed,4/27/2025 14:55,4/27/2025 14:55,I,BATCH_20250427_106
ORD00007115,CUST013058,PROD00120,8/28/2023,2731.04,3,APAC,Cancelled,8/28/2023 2:23,8/28/2023 2:23,I,BATCH_20230828_126
ORD00007116,CUST004603,PROD00274,8/23/2024,1706.47,3,LATAM,Shipped,8/23/2024 15:10,8/26/2024 5:20,D,BATCH_20240823_144
ORD00007117,CUST004566,PROD00105,6/17/2024,1877.7,4,APAC,Completed,6/17/2024 5:13,6/17/2024 5:13,I,BATCH_20240617_022
ORD00007118,CUST000216,PROD00034,9/15/2023,3787.67,3,North America,Completed,9/15/2023 14:32,9/19/2023 9:17,U,BATCH_20230915_146
ORD00007119,CUST013189,PROD00458,3/30/2023,10404.54,10,EMEA,Cancelled,3/30/2023 14:40,3/30/2023 14:40,I,BATCH_20230330_137
ORD00007120,CUST007337,PROD00391,12/8/2023,819.61,9,LATAM,Processing,12/8/2023 15:40,12/8/2023 15:40,I,BATCH_20231208_098
ORD00007121,CUST014912,PROD00336,9/16/2023,11102.74,7,EMEA,Completed,9/16/2023 3:13,9/16/2023 3:13,I,BATCH_20230916_116
ORD00007122,CUST010918,PROD00385,2/4/2024,2260.42,4,APAC,Completed,2/4/2024 16:10,2/4/2024 16:10,I,BATCH_20240204_197
ORD00007123,CUST002581,PROD00258,9/27/2025,7382.2,5,North America,Completed,9/27/2025 21:19,9/27/2025 21:19,I,BATCH_20250927_146
ORD00007124,CUST008931,PROD00183,10/19/2023,14710.91,8,APAC,Pending,10/19/2023 1:39,11/12/2023 20:30,U,BATCH_20231019_124
ORD00007125,CUST002658,PROD00033,11/29/2023,444.86,3,North America,Shipped,11/29/2023 1:12,11/29/2023 1:12,I,BATCH_20231129_095
ORD00007126,CUST006015,PROD00036,9/9/2024,166.12,1,LATAM,Completed,9/9/2024 19:06,9/9/2024 19:06,I,BATCH_20240909_119
ORD00007127,CUST006449,PROD00071,7/18/2023,31.05,1,LATAM,Cancelled,7/18/2023 1:40,7/18/2023 1:40,I,BATCH_20230718_103
ORD00007128,CUST000686,PROD00371,8/9/2025,2099.28,3,North America,Completed,8/9/2025 21:41,8/9/2025 21:41,I,BATCH_20250809_185
ORD00007129,CUST001676,PROD00381,10/12/2023,21360.13,15,North America,Completed,10/12/2023 10:58,10/12/2023 10:58,I,BATCH_20231012_174
ORD00007130,CUST010712,PROD00261,11/24/2025,462.74,1,APAC,Completed,11/24/2025 9:37,11/24/2025 9:37,I,BATCH_20251124_143
ORD00007131,CUST000335,PROD00282,12/29/2024,696.98,6,APAC,Completed,12/29/2024 10:56,12/29/2024 10:56,I,BATCH_20241229_108
ORD00007132,CUST008088,PROD00348,1/1/2024,1661.07,2,EMEA,Completed,1/1/2024 8:29,1/7/2024 11:11,U,BATCH_20240101_155
ORD00007133,CUST000935,PROD00057,1/19/2023,10893.13,11,APAC,Returned,1/19/2023 2:51,1/19/2023 2:51,I,BATCH_20230119_159
ORD00007134,CUST006313,PROD00073,10/26/2024,10504.79,17,North America,Completed,10/26/2024 17:07,10/26/2024 17:07,I,BATCH_20241026_052
ORD00007135,CUST007198,PROD00011,8/9/2024,7843.01,14,APAC,Completed,8/9/2024 11:50,8/9/2024 11:50,I,BATCH_20240809_105
ORD00007136,CUST014818,PROD00464,11/30/2025,2512.06,3,LATAM,Completed,11/30/2025 23:16,11/30/2025 23:16,I,BATCH_20251130_053
ORD00007137,CUST010084,PROD00462,10/4/2023,2293.28,4,APAC,Completed,10/4/2023 11:19,11/1/2023 7:31,U,BATCH_20231004_136
ORD00007138,CUST010585,PROD00475,2/11/2025,1634.21,4,EMEA,Processing,2/11/2025 0:31,3/12/2025 3:24,D,BATCH_20250211_023
ORD00007139,CUST002431,PROD00237,8/25/2023,3604.8,4,North America,Pending,8/25/2023 15:25,8/25/2023 15:25,I,BATCH_20230825_162
ORD00007140,CUST003929,PROD00459,8/25/2025,2917.09,6,EMEA,Completed,8/25/2025 8:15,9/6/2025 15:48,U,BATCH_20250825_119
ORD00007141,CUST005695,PROD00026,10/14/2025,2669.18,2,EMEA,Shipped,10/14/2025 6:26,10/14/2025 6:26,I,BATCH_20251014_174
ORD00007142,CUST002584,PROD00352,3/28/2024,7463.32,11,APAC,Completed,3/28/2024 16:15,4/10/2024 14:51,U,BATCH_20240328_001
ORD00007143,CUST001291,PROD00080,5/26/2023,1334.97,3,APAC,Pending,5/26/2023 0:37,5/26/2023 0:37,I,BATCH_20230526_097
ORD00007144,CUST014703,PROD00475,3/25/2024,3095.13,7,EMEA,Pending,3/25/2024 22:10,3/29/2024 17:03,D,BATCH_20240325_065
ORD00007145,CUST003280,PROD00171,3/30/2024,1649.17,2,APAC,Processing,3/30/2024 14:49,4/9/2024 8:35,U,BATCH_20240330_045
ORD00007146,CUST008304,PROD00157,9/1/2024,1805.65,2,APAC,Completed,9/1/2024 20:18,9/1/2024 20:18,I,BATCH_20240901_186
ORD00007147,CUST014449,PROD00218,10/18/2025,2084.15,3,EMEA,Pending,10/18/2025 20:07,11/4/2025 2:32,U,BATCH_20251018_114
ORD00007148,CUST006628,PROD00196,7/21/2024,373.21,2,APAC,Shipped,7/21/2024 0:09,7/23/2024 21:36,U,BATCH_20240721_001
ORD00007149,CUST012010,PROD00195,9/6/2024,5319.98,7,APAC,Cancelled,9/6/2024 15:12,9/6/2024 15:12,I,BATCH_20240906_036
ORD00007150,CUST013506,PROD00397,12/4/2023,558.74,3,North America,Completed,12/4/2023 4:33,12/4/2023 8:17,D,BATCH_20231204_156
ORD00007151,CUST012999,PROD00202,1/16/2025,5565.81,5,APAC,Completed,1/16/2025 7:00,1/16/2025 7:00,I,BATCH_20250116_185
ORD00007152,CUST009950,PROD00306,11/24/2025,2468.03,3,EMEA,Completed,11/24/2025 9:22,11/24/2025 9:22,I,BATCH_20251124_080
ORD00007153,CUST003974,PROD00444,3/4/2023,4643.27,19,LATAM,Pending,3/4/2023 23:09,3/28/2023 20:55,U,BATCH_20230304_056
ORD00007154,CUST008711,PROD00468,4/28/2025,5686.1,4,APAC,Completed,4/28/2025 1:27,4/28/2025 1:27,I,BATCH_20250428_168
ORD00007155,CUST003532,PROD00114,10/16/2025,1780.48,4,APAC,Processing,10/16/2025 6:00,10/16/2025 6:00,I,BATCH_20251016_100
ORD00007156,CUST000453,PROD00450,8/7/2025,7626.71,6,EMEA,Completed,8/7/2025 1:03,8/7/2025 1:03,I,BATCH_20250807_178
ORD00007157,CUST011535,PROD00383,12/25/2025,3837.46,3,EMEA,Shipped,12/25/2025 2:17,12/25/2025 2:17,I,BATCH_20251225_188
ORD00007158,CUST003975,PROD00228,7/17/2025,3358.62,2,North America,Shipped,7/17/2025 22:50,8/15/2025 23:49,U,BATCH_20250717_008
ORD00007159,CUST004961,PROD00344,2/17/2023,2651.11,4,LATAM,Processing,2/17/2023 21:30,3/1/2023 4:44,U,BATCH_20230217_052
ORD00007160,CUST004528,PROD00430,8/27/2025,522.05,1,LATAM,Completed,8/27/2025 12:38,8/27/2025 12:38,I,BATCH_20250827_083
ORD00007161,CUST014378,PROD00414,3/13/2025,2673.06,13,APAC,Processing,3/13/2025 13:42,3/31/2025 15:37,U,BATCH_20250313_036
ORD00007162,CUST004685,PROD00303,1/5/2025,2110.9,4,LATAM,Pending,1/5/2025 13:02,1/5/2025 13:02,I,BATCH_20250105_024
ORD00007163,CUST013805,PROD00459,1/4/2023,4349.68,9,EMEA,Shipped,1/4/2023 13:38,1/4/2023 13:38,I,BATCH_20230104_040
ORD00007164,CUST005805,PROD00384,11/24/2024,896.23,1,APAC,Processing,11/24/2024 2:05,11/24/2024 2:05,I,BATCH_20241124_117
ORD00007165,CUST013834,PROD00323,10/20/2023,585.41,1,LATAM,Completed,10/20/2023 9:55,10/20/2023 9:55,I,BATCH_20231020_131
ORD00007166,CUST008343,PROD00296,3/24/2025,1479.08,1,EMEA,Processing,3/24/2025 5:18,3/24/2025 5:18,I,BATCH_20250324_161
ORD00007167,CUST011352,PROD00207,12/4/2023,885.27,3,EMEA,Processing,12/4/2023 18:02,1/2/2024 14:10,U,BATCH_20231204_046
ORD00007168,CUST008579,PROD00494,10/11/2024,46.48,1,EMEA,Completed,10/11/2024 12:05,10/11/2024 12:05,I,BATCH_20241011_134
ORD00007169,CUST013666,PROD00248,5/29/2024,121.67,1,EMEA,Processing,5/29/2024 12:07,5/29/2024 12:07,I,BATCH_20240529_125
ORD00007170,CUST010636,PROD00420,5/21/2023,1034.47,1,North America,Completed,5/21/2023 15:50,5/26/2023 16:19,U,BATCH_20230521_165
ORD00007171,CUST013345,PROD00049,6/30/2023,8240.83,7,North America,Cancelled,6/30/2023 20:00,7/9/2023 5:51,U,BATCH_20230630_129
ORD00007172,CUST003648,PROD00463,9/20/2024,879.09,1,EMEA,Shipped,9/20/2024 17:21,10/14/2024 16:15,U,BATCH_20240920_021
ORD00007173,CUST002692,PROD00004,2/28/2025,338.8,1,EMEA,Completed,2/28/2025 22:52,2/28/2025 22:52,I,BATCH_20250228_160
ORD00007174,CUST010778,PROD00318,9/27/2023,8518,10,EMEA,Cancelled,9/27/2023 5:25,9/27/2023 5:25,I,BATCH_20230927_012
ORD00007175,CUST004399,PROD00371,2/17/2025,4826.55,6,EMEA,Completed,2/17/2025 19:21,2/17/2025 19:21,I,BATCH_20250217_049
ORD00007176,CUST014359,PROD00204,11/9/2024,9375.95,15,APAC,Pending,11/9/2024 6:51,11/9/2024 6:51,I,BATCH_20241109_158
ORD00007177,CUST003093,PROD00197,4/15/2023,2149.35,5,EMEA,Pending,4/15/2023 11:03,4/15/2023 11:03,I,BATCH_20230415_098
ORD00007178,CUST006371,PROD00424,8/14/2024,2226.1,3,EMEA,Completed,8/14/2024 14:01,8/14/2024 14:01,I,BATCH_20240814_125
ORD00007179,CUST002413,PROD00259,2/16/2023,2790.37,2,LATAM,Shipped,2/16/2023 21:57,2/16/2023 21:57,I,BATCH_20230216_178
ORD00007180,CUST006783,PROD00384,6/22/2023,15532.34,14,LATAM,Completed,6/22/2023 20:06,6/22/2023 20:06,I,BATCH_20230622_077
ORD00007181,CUST001852,PROD00144,1/28/2023,1083.12,3,APAC,Completed,1/28/2023 13:01,1/28/2023 13:01,I,BATCH_20230128_050
ORD00007182,CUST013174,PROD00126,7/29/2024,350.9,1,LATAM,Completed,7/29/2024 22:31,8/2/2024 16:43,U,BATCH_20240729_158
ORD00007183,CUST010441,PROD00329,4/23/2024,5479.02,4,LATAM,Completed,4/23/2024 23:15,5/3/2024 18:14,U,BATCH_20240423_200
ORD00007184,CUST002264,PROD00093,9/6/2024,6287.52,5,APAC,Processing,9/6/2024 1:00,9/6/2024 1:00,I,BATCH_20240906_164
ORD00007185,CUST005336,PROD00246,12/19/2024,786.61,1,APAC,Completed,12/19/2024 5:03,1/11/2025 21:31,U,BATCH_20241219_040
ORD00007186,CUST011156,PROD00021,6/17/2024,9013.37,5,EMEA,Completed,6/17/2024 23:19,6/17/2024 23:19,I,BATCH_20240617_024
ORD00007187,CUST014977,PROD00059,3/25/2024,5068.37,8,North America,Completed,3/25/2024 2:15,3/25/2024 2:15,I,BATCH_20240325_134
ORD00007188,CUST010592,PROD00413,1/4/2024,9549.85,18,North America,Shipped,1/4/2024 20:50,1/4/2024 20:50,I,BATCH_20240104_034
ORD00007189,CUST013468,PROD00197,2/11/2023,4605.25,11,LATAM,Shipped,2/11/2023 2:23,2/11/2023 2:23,I,BATCH_20230211_154
ORD00007190,CUST005658,PROD00088,2/3/2025,558.85,7,EMEA,Completed,2/3/2025 7:36,2/3/2025 7:36,I,BATCH_20250203_092
ORD00007191,CUST014461,PROD00423,7/14/2024,801.28,2,LATAM,Cancelled,7/14/2024 18:06,7/14/2024 18:06,I,BATCH_20240714_079
ORD00007192,CUST005411,PROD00489,10/18/2025,1722.45,1,APAC,Completed,10/18/2025 22:22,10/18/2025 22:22,I,BATCH_20251018_118
ORD00007193,CUST014048,PROD00179,5/22/2025,915.65,5,LATAM,Completed,5/22/2025 12:52,5/22/2025 12:52,I,BATCH_20250522_157
ORD00007194,CUST002339,PROD00028,11/14/2023,311.18,4,EMEA,Completed,11/14/2023 9:57,11/14/2023 9:57,I,BATCH_20231114_179
ORD00007195,CUST007696,PROD00068,1/10/2023,4454.82,5,EMEA,Cancelled,1/10/2023 11:01,1/10/2023 11:01,I,BATCH_20230110_094
ORD00007196,CUST002196,PROD00385,1/15/2023,2497.41,5,APAC,Returned,1/15/2023 12:56,2/10/2023 14:32,U,BATCH_20230115_151
ORD00007197,CUST011808,PROD00300,4/25/2023,6077.47,6,APAC,Completed,4/25/2023 19:37,5/11/2023 10:20,U,BATCH_20230425_116
ORD00007198,CUST013440,PROD00307,8/18/2024,17161.06,16,EMEA,Shipped,8/18/2024 19:05,8/18/2024 19:05,I,BATCH_20240818_133
ORD00007199,CUST013392,PROD00445,4/2/2024,1091.11,1,APAC,Completed,4/2/2024 3:21,4/2/2024 3:21,I,BATCH_20240402_003
ORD00007200,CUST002844,PROD00124,3/16/2024,1162.13,1,EMEA,Completed,3/16/2024 2:11,3/31/2024 7:39,U,BATCH_20240316_058
ORD00007201,CUST002037,PROD00003,10/12/2025,1558.77,5,APAC,Completed,10/12/2025 14:24,10/16/2025 23:00,U,BATCH_20251012_139
ORD00007202,CUST000586,PROD00222,5/14/2023,7109.08,7,EMEA,Shipped,5/14/2023 15:38,5/14/2023 15:38,I,BATCH_20230514_171
ORD00007203,CUST005517,PROD00194,8/2/2024,4414.48,4,EMEA,Returned,8/2/2024 9:12,8/2/2024 9:12,I,BATCH_20240802_022
ORD00007204,CUST012346,PROD00415,7/23/2024,1047.44,3,EMEA,Completed,7/23/2024 13:48,7/23/2024 13:48,I,BATCH_20240723_142
ORD00007205,CUST014755,PROD00385,10/30/2025,545.25,1,North America,Shipped,10/30/2025 18:01,10/30/2025 18:01,I,BATCH_20251030_192
ORD00007206,CUST005903,PROD00344,9/5/2025,1419.2,2,EMEA,Completed,9/5/2025 14:21,9/24/2025 7:41,U,BATCH_20250905_083
ORD00007207,CUST014576,PROD00027,3/26/2025,746.49,1,EMEA,Completed,3/26/2025 6:37,3/26/2025 6:37,I,BATCH_20250326_004
ORD00007208,CUST005012,PROD00217,8/15/2023,6872.96,8,APAC,Completed,8/15/2023 17:13,8/15/2023 17:13,I,BATCH_20230815_042
ORD00007209,CUST013976,PROD00398,9/16/2024,4015.83,4,North America,Completed,9/16/2024 0:34,9/16/2024 0:34,I,BATCH_20240916_160
ORD00007210,CUST008752,PROD00402,9/27/2023,153.67,15,APAC,Processing,9/27/2023 7:33,10/4/2023 13:44,U,BATCH_20230927_136
ORD00007211,CUST009185,PROD00298,9/3/2024,1002.15,2,LATAM,Cancelled,9/3/2024 4:19,9/3/2024 4:19,I,BATCH_20240903_140
ORD00007212,CUST012426,PROD00191,12/24/2025,20651.14,15,APAC,Cancelled,12/24/2025 18:05,12/24/2025 18:05,I,BATCH_20251224_153
ORD00007213,CUST005432,PROD00115,3/25/2024,1106.49,1,APAC,Completed,3/25/2024 16:52,3/25/2024 16:52,I,BATCH_20240325_188
ORD00007214,CUST013271,PROD00015,3/11/2025,2358.3,3,EMEA,Pending,3/11/2025 5:13,3/11/2025 5:13,I,BATCH_20250311_133
ORD00007215,CUST009567,PROD00096,5/21/2025,4659.4,7,APAC,Completed,5/21/2025 15:34,5/21/2025 15:34,I,BATCH_20250521_199
ORD00007216,CUST006313,PROD00152,11/13/2025,2272.74,5,North America,Completed,11/13/2025 12:23,11/13/2025 12:23,I,BATCH_20251113_179
ORD00007217,CUST008995,PROD00053,2/20/2023,9242.22,13,APAC,Completed,2/20/2023 23:02,2/20/2023 23:02,I,BATCH_20230220_192
ORD00007218,CUST010585,PROD00209,8/25/2024,1433.22,1,EMEA,Shipped,8/25/2024 16:44,9/16/2024 9:59,U,BATCH_20240825_185
ORD00007219,CUST005997,PROD00054,4/17/2023,925.56,4,LATAM,Completed,4/17/2023 8:04,4/17/2023 8:04,I,BATCH_20230417_159
ORD00007220,CUST010493,PROD00009,1/20/2024,815.12,1,EMEA,Completed,1/20/2024 23:41,1/20/2024 23:41,I,BATCH_20240120_025
ORD00007221,CUST010154,PROD00189,10/15/2024,4109.7,4,APAC,Pending,10/15/2024 15:38,10/15/2024 15:38,I,BATCH_20241015_101
ORD00007222,CUST007012,PROD00148,12/2/2024,9124.43,6,APAC,Processing,12/2/2024 9:06,12/6/2024 22:26,U,BATCH_20241202_077
ORD00007223,CUST000184,PROD00423,1/8/2024,390.03,1,LATAM,Cancelled,1/8/2024 3:55,1/8/2024 3:55,I,BATCH_20240108_065
ORD00007224,CUST003783,PROD00034,9/29/2023,5863.25,5,EMEA,Shipped,9/29/2023 0:41,9/29/2023 0:41,I,BATCH_20230929_133
ORD00007225,CUST008641,PROD00365,11/20/2023,1623.41,1,APAC,Completed,11/20/2023 1:34,12/12/2023 17:29,U,BATCH_20231120_093
ORD00007226,CUST011856,PROD00327,6/1/2024,828.97,1,North America,Processing,6/1/2024 18:49,6/1/2024 18:49,I,BATCH_20240601_106
ORD00007227,CUST011720,PROD00014,10/13/2023,344.04,1,APAC,Shipped,10/13/2023 2:15,10/13/2023 2:15,I,BATCH_20231013_200
ORD00007228,CUST011478,PROD00346,2/27/2023,13820.61,12,EMEA,Cancelled,2/27/2023 22:47,3/21/2023 0:57,U,BATCH_20230227_012
ORD00007229,CUST013732,PROD00414,3/5/2025,979.36,5,EMEA,Shipped,3/5/2025 16:31,3/5/2025 16:31,I,BATCH_20250305_111
ORD00007230,CUST011834,PROD00160,6/4/2025,18309.74,17,LATAM,Shipped,6/4/2025 6:16,6/4/2025 6:16,I,BATCH_20250604_093
ORD00007231,CUST001591,PROD00452,10/22/2023,19.69,1,North America,Pending,10/22/2023 3:30,11/16/2023 6:45,U,BATCH_20231022_064
ORD00007232,CUST002626,PROD00419,6/25/2025,2721.97,4,LATAM,Returned,6/25/2025 13:17,7/20/2025 8:24,U,BATCH_20250625_196
ORD00007233,CUST007177,PROD00235,11/27/2025,10862.47,7,EMEA,Processing,11/27/2025 10:08,11/27/2025 10:08,I,BATCH_20251127_013
ORD00007234,CUST008458,PROD00296,5/3/2025,5446.87,4,North America,Completed,5/3/2025 11:14,5/31/2025 16:01,U,BATCH_20250503_032
ORD00007235,CUST012398,PROD00324,5/22/2024,1617.57,5,North America,Returned,5/22/2024 6:54,5/31/2024 7:12,D,BATCH_20240522_046
ORD00007236,CUST012679,PROD00373,9/17/2024,4836.52,8,EMEA,Completed,9/17/2024 11:48,9/17/2024 11:48,I,BATCH_20240917_159
ORD00007237,CUST005219,PROD00312,2/27/2025,1062.59,1,APAC,Completed,2/27/2025 22:13,2/27/2025 22:13,I,BATCH_20250227_126
ORD00007238,CUST013949,PROD00486,7/8/2025,1239.25,1,LATAM,Completed,7/8/2025 21:56,7/19/2025 9:49,U,BATCH_20250708_027
